sector,actividad,antiguedad,rfc,calle,colonia,exterior,departamento,municipio,estado,cp,pais,nombre,numero_cliente
INMOBILIARIO,ALQUILER DE INMUEBLES,2013-10-30,FCS7411187U9,RAYON SUR,MONTERREY CENTRO,480,,MONTERREY,NL,64000,MEX,FOMENTO DE CULTURA S UPERIOR SA DE CV,X08INPFD
SERVICIOS,SERVICIOS PROFESIONALES,2002-05-17,SEP970416K70,AV ESTADO DE MEXICO NAVE 1 EJES KLMNNO,SAN MATEO CUAUTEPEC,SN,2,TULTITLAN,EM,54948,MEX,SERVICIOS EMPRESARIA LES PINTAIL SA DE CV,N8NB6N88
COMERCIO,SUPER Y ABARROTES,2014-01-17,DCE131029IC5,TEOLOYUCAN,SANTIAGO ACAHUALTEPEC 2A AMPL,MZA 117,LOTE 3,IZTAPALAPA,DF,9609,MEX,DISTRIBUIDORA DE CAR NES Y EMBUTIDOS LA R IVERA SA DE CV,X336D6P0
COMERCIO,SUPER Y ABARROTES,2001-02-21,EME000207FY2,CULIACAN,CONDESA,112,PISO 1,CUAUHTEMOC,DF,6140,MEX,"EVD DE MEXICO,SA DE CV",DI8III0B
AGROINDUSTRIA,AGROINDUSTRIA,2008-09-04,AAG030224J86,MIGUEL HIDALGO,LA PIEDAD DE CAVADAS CENTRO,231 B,8,LA PIEDAD,MI,59300,MEX,ATOSA AGROPECUARIA S A DE CV,P8N8NI0D
INMOBILIARIO,ALQUILER DE INMUEBLES,2001-11-06,ISA000802MQ6,MORELOS,CENTRO,42,301,SAHUAYO,MI,59000,MEX,INMOBILIARIA SAMICH SA DE CV,NNDPII33
COMERCIO,SUPER Y ABARROTES,2016-09-08,CVE050519KJ5,BUEN TONO,INDUSTRIAL,180,,GUSTAVO A MADERO,DF,7800,MEX,COMERCIALIZADORA EL VEDAT SA DE CV,XIIF8D88
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,1994-07-26,MMD820914JL7,BOULEVARD PUEBLA AMOZOC,CHACHAPA,638,,AMOZOC,PU,72990,MEX,MAZA MORAN DISTRIBUC IONES SA DE CV,3F8NI0DB
COMERCIO,ROPA REGALOS Y CALZADO,2012-08-28,TGU060405QK0,VENTURA ANAYA,PROGRESO,93,,GUADALAJARA,JA,44730,MEX,TENIS GUADALAJARA SA DE CV,4I3DBN38
AGROINDUSTRIA,AGROINDUSTRIA,2011-01-17,FCO101221GW0,IGNACIO ZARAGOZA NORTE,CENTRO,324,,AHOME,SI,81200,MEX,DEL FUERTE COTTON SA DE CV,FPD0BP86
COMERCIO,SUPER Y ABARROTES,2006-07-27,PZU060525GY2,TERCERA ORIENTE,CARMEN SERDAN,611,,DELICIAS,CH,33010,MEX,PROCESADORA ZUBIA SP R DE RL,I6N0P6B0
COMERCIO,INSUMOS PARA LA INDUSTRIA,1999-11-25,AME9909238FA,CLL HERODOTO,ANZURES,56,,MIGUEL HIDALGO,DF,11590,MEX,"ACMI MEXICO,SA DE CV",DB0DI3D8
INMOBILIARIO,NO VIVIENDA,2003-10-24,IPT021023KP1,MARRUECOS,CASA BLANCA,37,,HERMOSILLO,SO,83079,MEX,"INGENIERIA Y PROYECT OS TYSON  , S. A. DE C. V.",BFIN3638
SERVICIOS,OTROS SERVICIOS,2004-10-07,SCA040304SV9,PROL ALVARO OBREGON,SAN JUAN DE ARAGON,127,,GUSTAVO A MADERO,DF,7950,MEX,SERVICIOS CABALLERO SA DE CV,8BNDP0N8
,,2010-06-22,VSP070116A32,AVE MIGUEL HIDALGO,AURORA,1809,0,TAMPICO,TM,89170,MEX,VA SEGURIDAD PRIVADA SA DE CV,F88PB0NF
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2006-06-05,PGS990308443,CARRETERA COATZA MINA,TIERRA NUEVA,KM 7 5,,COATZACOALCOS,VE,96496,MEX,PLASTICOS DEL GOLFO SUR SA DE CV,II36338P
COMERCIO,AUTOS Y REFACCIONES,2007-08-31,VCO0703279U4,BLVD VENUSTIANO CARRANZA,HACIENDA DE PENA,5886,,SALTILLO,CU,25210,MEX,VEHICULOS DE COAHUIL A SA DE CV,68I03N6B
COMERCIO,SUPER Y ABARROTES,1986-12-09,AGU7207123C0,PROL. PINO SUAREZ,SAN GASPAR,SN,,TONALA,JA,45400,MEX,"APELSA GUADALAJARA,S A DE CV",360F6PIN
INDUSTRIA,INDUSTRIAS BASICAS,1998-10-05,IMI9612104YA,AV INDUSTRIAS,CERRO GORDO,6 B,,ECATEPEC DE MORELOS,EM,55425,MEX,"IMPULSORA METALICA I NDUSTRIAL E INMOBILI ARIA,SA DE CV",DD800IN3
SERVICIOS,SERVICIOS PROFESIONALES,2010-02-15,JIN041007F13,PATRICIO MILMO,DEPORTIVO OBISPADO,105 SUR,,MONTERREY,NL,64040,MEX,JJB INVERSIONES SA D E CV,FB0B8N3B
COMERCIO,INSUMOS PARA LA INDUSTRIA,2005-04-11,MAS010406VE6,AVE ISIDORO SEPULVEDA,PARQUE INDUSTRIAL MULTIPARK,760,,APODACA,NL,66600,MEX,MAYOREO DE ARTICULOS DE SEGURIDAD SA DE CV,863D030F
COMERCIO,INSUMOS PARA LA INDUSTRIA,2000-07-24,CEC000504VC2,FRANCISCO I MADERO,RURAL W,107,,SOLEDAD DE GRACIANO SANCHEZ,SL,78437,MEX,"COMPRESORES Y EQUIPO S DEL CENTRO, SA DE CV",D8NDI0FB
INDUSTRIA,PAPEL,1997-03-20,CAR7308203H7,MELCHOR OCAMPO,SAN MATEO TEZOQUIPAN MIRAFLORE,SN,,CHALCO,EM,56647,MEX,"CARTOFIBRAS,SA DE CV",D0PBP08D
SERVICIOS,SERVICIOS MEDICOS,1991-05-27,IDI841211E99,JUSTO SIERRA,SECT HIDALGO,2350,,GUADALAJARA,JA,44600,MEX,"IMAGENOLOGIA DIAGNOS TICA,SA DE CV",36BF3PDF
INDUSTRIA,MAQUIRIA Y EQUIPO,2007-02-28,IBE981125NH5,KM 5 CRTA ATOTONILCO LA BARCA,MILPILLAS,SN,,ATOTONILCO EL ALTO,JA,47775,MEX,INDUSTRIAS BESTHELG SA DE CV,638NN868
SERVICIOS,SERVICIOS MEDICOS,2015-06-10,LSL000726CF4,VENUSTIANO CARRANZA,JARDIN,2055,,SAN LUIS POTOSI,SL,78270,MEX,LASER SAN LUIS SA DE CV,XB0I3PI8
,,1998-05-19,MCM8906284HA,AV UNIVERSIDAD,CENTRO,332 A,PTE,QUERETARO,QU,76000,MEX,"MC MICROCOMPUTACION, SA DE CV",D8PB8DI6
AGROINDUSTRIA,AGROINDUSTRIA,1991-06-04,PIH910307TE5,GUADALUPE VICTORIA,ZONA URBANA RIO TIJUANA,9350,,TIJUANA,BN,22010,MEX,PRODUCTOS INDUSTRIAL IZADOS DE HARINA Y D E MAIZ SA DE CV,366II8D0
INMOBILIARIO,NO VIVIENDA,2010-02-12,ECA980216PD6,JUSTO SIERRA,BARRIO SAN PEDRO,69,,XOCHIMILCO,DF,16090,MEX,EDIFICACIONES CARAPI A SA DE CV,FB0368DB
COMERCIO,ROPA REGALOS Y CALZADO,2006-10-20,FNO030826UW1,RIO FUERTE,LA ESTRELLA,801,,TORREON,CU,27010,MEX,FARMA DEL NORTE SA D E CV,IF03PDND
SERVICIOS,SERVICIOS PROFESIONALES,2002-01-22,MGA0201221P6,AV EUGENIA,NARVARTE PONIENTE,197,5 A,BENITO JUAREZ,DF,3020,MEX,GRUPO KONECTANET MEX ICO SERVICIOS SA DE CV,NB0PF88D
SERVICIOS,OTROS SERVICIOS,2006-05-30,EEN060328RA9,BLV ADOLFO LOPEZ MATEOS 9,EL POTRERO,7,,ATIZAPAN DE ZARAGOZA,EM,52975,MEX,EXCELENCIA EN ENERGI A SA DE CV,II0806P8
INDUSTRIA,INDUSTRIAS BASICAS,2004-11-29,ZIN0310271W6,PANTEON,LOS REYES,209,5,COYOACAN,DF,4330,MEX,ZINBEND SA DE CV,8836ND36
COMERCIO,SUPER Y ABARROTES,2003-10-10,CHI020613T47,FELIPE ANGELES,BLANCO Y CUELLAR,447,A,GUADALAJARA,JA,44740,MEX,CREMERIA LA HIGIENIC A S.A DE CV,BFB8NBDI
TRANSPORTE,TRANSPORTE,2009-03-26,TPL090216JZ5,MATAMOROS,ALAMO OTE,547,,SAN PEDRO TLAQUEPAQUE,JA,45560,MEX,TRT PLUS SA DE CV,F00BNPPI
AGROINDUSTRIA,AGROINDUSTRIA,2008-06-10,EMA0201252I4,BLV LOS INSURGENTES,LOS ALAMOS,16174,20 B,TIJUANA,BN,22110,MEX,EMAKSIMUS SA DE CV,PD83B6BI
INDUSTRIA,INDUSTRIAS BASICAS,1992-06-04,ALT7903091Z1,AV DE LAS MISIONES,PARQUE IND BERNARDO QUINTANA,26,1,EL MARQUES,QU,76246,MEX,"ALTTRA,SA DE CV",360P3I3I
COMERCIO,OTROS COMERCIANTES,1997-11-13,FTI9112167A4,AV 20 DE NOVIEMBRE,20 DE NOVIEMBRE,185,20,TIJUANA,BN,22100,MEX,"FETASA TIJUANA,SA DE CV",D3B66N0N
COMERCIO,OTROS COMERCIANTES,1994-03-07,DMM830421BN8,53 X 52 Y 54,CENTRO,474,,MERIDA,YU,97000,MEX,DISTRIBUIDORA DE MAQ UINAS Y MUEBLES DE M ERIDA SA DE CV,3PBI3DB8
AGROINDUSTRIA,AGROINDUSTRIA,2005-04-08,CZA030109B52,CALLE 7 PTE,ZARAGOZA,24,,ZARAGOZA,PU,73700,MEX,"CARFRIZ ZARAGOZA, SA DE CV SA DE CV",86303B0P
COMERCIO,SUPER Y ABARROTES,2010-03-25,FRE100127SQ6,AV UNIVERSIDAD,LOMAS DEL CAMPESTRE,208,202,LEON,GU,37150,MEX,FORRAJES EL REGALO S A DE CV,FBBFFIDD
COMERCIO,INSUMOS PARA LA INDUSTRIA,2002-09-17,IEP0106141M9,FRANCISCO VILLA,NUEVO PROGRESO,325,,CARDENAS,TA,86529,MEX,"INSTRUMENTACION ELEC TROMECANICA Y PERIFE RICOS, S.A. DE C.V.",NIIPFI0P
INDUSTRIA,INDUSTRIAS BASICAS,2004-01-05,CIE030711EGA,2DA DE 5 DE MAYO,SAN MATEO ATENEO CEN,114 PTE,,SAN MATEO ATENCO,EM,52100,MEX,CONSTRUCCION INTEGRA L Y ESTRUCTURAS META LICAS S.A DE C.V.,80BP8DF8
COMERCIO,SUPER Y ABARROTES,2010-10-11,LAC070511F67,AV ADOLFO LOPEZ MATEOS,MEXICO NUEVO,60,INT 3,ATIZAPAN DE ZARAGOZA,EM,52966,MEX,LACTOTRADE SA DE CV,FIF663F0
INDUSTRIA,QUIMICO,1990-10-10,JOR800527SM5,NORTE 8,EMILIANO ZAPATA NORTE,1032,,ORIZABA,VE,94320,MEX,"JABONES ORIZABA,SA D E CV",3680006D
INMOBILIARIO,NO VIVIENDA,2002-09-05,CVM020312G65,CAMINO AL ESTABLO SAN JOSE,EL MANTE,99,A,ZAPOPAN,JA,45235,MEX,CONSTRUCCION Y VENTA DE MAQUINARIA SA DE CV,NI8BFF0N
TRANSPORTE,TRANSPORTE,2018-05-07,GSS981109J74,CUARTA CALLE  CAJAMARCA,LAS AMERICAS,33,ALTOS,NAUCALPAN DE JUAREZ,EM,53040,MEX,GREEN SKY SERVICE SA DE CV,V0DIB68P
COMERCIO,ROPA REGALOS Y CALZADO,2002-10-14,BHO020531Q54,CALLE 21,MIGUEL HIDALGO,195,,MERIDA,YU,97220,MEX,BIG HOME S.A. DE C.V .,N60D00F6
INMOBILIARIO,NO VIVIENDA,1996-06-13,GNA941215JQ4,AV FLAMBOYANT,EL BOSQUE,269,,TUXTLA GUTIERREZ,CS,29049,MEX,GRUPO NAVE SA DE CV,3F8BID8F
COMERCIO,AUTOS Y REFACCIONES,1990-09-20,DAT8008158A7,JUAREZ NTE,SAN MATEO,418,,TEXCOCO,EM,56110,MEX,DISTRIBUIDORA AUTOMO TRIZ TEXCOCO SA DE C V,36DPPFI0
INDUSTRIA,QUIMICO,2011-01-24,GCH080902I43,LATERAL ZUAZUA CIENEGA,VILLAS DE ALCALA,305,,CIENEGA DE FLORES,NL,65580,MEX,GRUPO CORDOBA HERNAN DEZ SA DE CV,FPDPF06B
INDUSTRIA,INDUSTRIAS BASICAS,1996-10-03,IAC8704284U4,REVOLUCION,SAN MIGUEL APETLACHICO,SN,,CUAUTLANCINGO,PU,72730,MEX,INDUSTRIAL DE ACEROS Y CONSTRUCCIONES SA DE CV,3F68II80
COMERCIO,ROPA REGALOS Y CALZADO,1998-01-31,FAS950620JJ8,SACRAMENTO,SAN CARLOS,4391,,TIJUANA,BN,22223,MEX,"FERVICA Y ASOCIADOS, SA DE CV",D363383N
COMERCIO,SUPER Y ABARROTES,2015-06-04,AME030715DF1,OPALO,LA JOYA IXTACALA,39,,TLALNEPANTLA,EM,54160,MEX,AVELOGISTICA METROPO LITANA SA DE CV,XB0N0NDP
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2008-10-20,FCO080606RH2,CUAUHTEMOC,STA MARIA,1101,13,MEXICALI,BN,21240,MEX,FLOVA CONSTRUCCIONES SA DE CV,PIFB3P83
AGROINDUSTRIA,AGROINDUSTRIA,2003-12-17,FER030516ND3,NORTE 65,INDUSTRIAL VALLEJO,1074,BODEGA C,AZCAPOTZALCO,DF,2300,MEX,FERJAY SA DE CV,80DFFDBF
COMERCIO,OTROS COMERCIANTES,2007-01-29,KME070115TR6,LERDO DE TEJADA,SANTA CRUZ DE ARRIBA,5,2 D,TEXCOCO,EM,56120,MEX,KAFAR DE MEXICO SA D E CV,60FDBFN0
COMERCIO,SUPER Y ABARROTES,2009-04-16,CPO081031JP4,RIO FRIO,MAGDALENA MIXHUCA,230,12,VENUSTIANO CARRANZA,DF,15850,MEX,COME POLLO  SA DE CV,F0NBN60F
INDUSTRIA,QUIMICO,1996-12-16,MDR470613B15,AMATISTA,ESTRELLA,54,,GUSTAVO A MADERO,DF,7810,MEX,MONTICELLO DRUG COMP ANY SA,30NFINIB
AGROINDUSTRIA,AGROINDUSTRIA,1998-09-28,AFS980922TK5,GUERRERO,CENTRO,24,PTE,ACAPONETA,NA,63400,MEX,AGROPECUARIA FONGAR SPR DE RL,DDB63DNB
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,1993-09-22,DIS900803TZ2,CARLOS B ZETINA,ESCANDON I SECCION,141,,MIGUEL HIDALGO,DF,11800,MEX,"DISTELUB,SA DE CV",3PIN3IDP
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2005-03-23,DME950315FJA,RAFAEL DE LA PE�A Y PE�A,DEL NTE,411,,MONTERREY,NL,64500,MEX,DOORLOCK MEXICANA SA DE CV,8IF0BP6D
COMERCIO,SUPER Y ABARROTES,2010-12-03,GAJ101028SR3,SAN JUAN DE LETRAN,PLAZAS DEL SOL 3A SE,514,,SANTIAGO DE QUERETARO,QU,76099,MEX,GRUPO AZUCARERO J&R S DE RL DE CV,F6IIF3D0
TRANSPORTE,TRANSPORTE,2006-06-07,LCA0511308A1,MARIANO ESCOBEDO,SAN ANDRES ATENCO,65,,TLALNEPANTLA,EM,54040,MEX,LOGISTICA CABRERA SA DE CV,IID0ND0B
COMERCIO,OTROS COMERCIANTES,1998-03-23,CMB9802181M3,RADIODIFUSORA,EL CARRIZAL,4,,QUERETARO,QU,76030,MEX,"CENTRO METALICO DEL BAJIO,SA DE CV",D3P88BNF
SERVICIOS,OTROS SERVICIOS,2008-07-21,GKD080505IR7,PICO DE VERAPAZ,JARDINES EN LA MONTA�A,435,OFICI203,TLALPAN,DF,14210,MEX,"CON-KRETE DIVISION B OMBEO, SA DE CV",PNPBF3I3
COMERCIO,OTROS COMERCIANTES,1999-05-24,ECT9303302H6,ENRIQUE REBSAMEN,NARVARTE,736,,BENITO JUAREZ,DF,3020,MEX,"EXCELENCIA EN COMUNI CACIONES Y TECNOLOGI A,SA DE CV",DNDIBPII
TRANSPORTE,TRANSPORTE,2010-06-03,SBL081111RV3,AV DEL BOSQUE,LOPEZ COTILLA,1190 C,,TLAQUEPAQUE,JA,45615,MEX,SBLOGISTICS SA DE CV,F8NBIPDF
COMERCIO,OTROS COMERCIANTES,1994-08-18,AEM8202034B1,BLVD FRANCISCO GONZALEZ DE LA VEGA,PARQUE INDUSTRIAL LAGUNERO,215,,GOMEZ PALACIO,DU,35070,MEX,ABASTECEDORES ELECTR O MECANICOS DEL NORT E SA,0BNI6NDB
INMOBILIARIO,NO VIVIENDA,2008-03-07,LEM960821I52,AV INSURGENTES SUR,FLORIDA,1872,102,ALVARO OBREGON,DF,1030,MEX,7 KAT SA DE CV,6FP00NID
INMOBILIARIO,HOTELES,2005-08-04,EIN040908PZ8,CALZADO DE LOS HEROES,EL COECILLO,602,,LEON,GU,37260,MEX,ENTERPRISE INN SA DE CV,8F8DDPI0
COMERCIO,OTROS COMERCIANTES,2007-07-25,RDI070529G6A,RINCONADA SAN MARTIN,RINCONADA SAN PEDRO,444,,SALAMANCA,GU,36765,MEX,RS DISTRIBUCIONES SA DE CV,6BPBDB08
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2006-12-20,CAZ0612068M0,RIO PTE,VALENCIA,97,,ZAMORA,MI,59610,MEX,CUBETAS APOLO DE ZAM ORA SA DE CV,60D3FFI0
COMERCIO,SUPER Y ABARROTES,1998-11-06,CAB960617JP3,PINO SUAREZ SUR,ALTAMIRANO,1203,,TOLUCA,EM,50130,MEX,CLUB DE ABASTO S A D E C V,3DDID8BB
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,1997-10-29,LTA970114Q35,CALZADA LAZARO CARDENAS -,ZONA INDUSTRIAL,689,B,GUADALAJARA,JA,44940,MEX,LUBRICANTES TAPATIOS S.A DE C.V.,38B3P6BB
COMERCIO,SUPER Y ABARROTES,1992-05-06,ACO920228NT2,MIGUEL ANGEL,REAL VALLARTA,16,,ZAPOPAN,JA,45020,MEX,"AGRO CORONA,SA DE CV",3608FI63
COMERCIO,SUPER Y ABARROTES,2010-07-26,CPP1005175R6,CARR TUXTLA SUCHIAPA,EL JOBO,KM 7510,,TUXTLA GUTIERREZ,CS,29100,MEX,COMERCIALIZADORA Y P RODUCTORA PEREZ PARD O SA DE CV,FI0D638F
SERVICIOS,SERVICIOS PROFESIONALES,2001-03-01,TTR971128A85,LONDRES,JUAREZ,152,D102,CUAUHTEMOC,DF,6600,MEX,"TURISMO TRAVEL,SA DE CV",DIID03ID
SERVICIOS,SERVICIOS DE EDUCACION,2008-10-08,SDI000908CIA,LAFAYETTE,ANZURES,94,,MIGUEL HIDALGO,DF,11590,MEX,ST DISTRIBUCION SA D E CV,PII06DN6
TRANSPORTE,TRANSPORTE,2000-06-29,ALA950914129,80 CARR A CD MANUEL DOBLADO,STA ANA PACUECO,KM PUNTO,,PENJAMO,GU,36910,MEX,"AUTOTRANSPORTES LAPI MI,SA DE CV",D836I3D6
SERVICIOS,SERVICIOS PROFESIONALES,2014-03-07,PIC131206EU7,BLVD PASEO DEL MORAL,JARDINES DEL MORAL,431,1,LEON,GU,37160,MEX,PM INGENIERIA Y CONS TRUCCION SA DE CV,X3BPIIFD
SERVICIOS,SERVICIOS PROFESIONALES,1999-04-27,TSX990407PWA,BLVD ADOLFO RUIZ CORTINES,HEROES DE PADIERNA,3617,2,LA MAGDALENA CONTRERAS,DF,10700,MEX,TECNOLOGIA EN SISTEM AS XXI SA DE CV,DN38N638
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2004-09-15,SGM001121533,KM 140 000 MARGEN IZQUIERDA,BURRION,SN,,GUASAVE,SI,81149,MEX,SERVICIO GMV SA DE C V,8B0DF36I
SERVICIOS,SERVICIOS PROFESIONALES,2014-10-14,GEI121127I66,50 B,HECTOR PEREZ MARTINEZ,15 C,,CARMEN,CA,24110,MEX,GPO ESPECIALIZADO EN ING DE PROYECTOS Y SERV ADMIN SA DE CV,XD6B6FNB
SERVICIOS,SERVICIOS DE EDUCACION,2001-08-22,PME0106193G8,PROGRESO IND,TIANGUISTENGO,16,1,TEPEJI DEL RIO OCAMPO,HI,42852,MEX,PYME DE MEXICO SA DE CV,N3PIBNDI
COMERCIO,SUPER Y ABARROTES,1996-11-04,CCM940112CBA,ISIDRO FABELA ENT ALFREDO DEL MAZO,ATLACOMULCO DE FABELA,16,SN,ATLACOMULCO,EM,50450,MEX,CENTRO COMERCIAL MON CAR SA DE CV,30PI3N08
COMERCIO,SUPER Y ABARROTES,1997-09-22,FOV970616LU1,CARR LEON AGS,COL ALTAVISTA,KM 85,,ENCARNACION DE DIAZ,JA,47270,MEX,"FOVALO,SA DE CV",D3DFND33
COMERCIO,SUPER Y ABARROTES,2010-10-13,MEX100527IY1,DEL AGUILAR REAL,EL AGUILA REAL,19280,A1,TIJUANA,BN,22215,MEX,MEXVENTURES SA DE CV,F603DFBD
COMERCIO,SUPER Y ABARROTES,2009-01-16,OLN9503161H5,40 SUR ESQ 9 ESTEMZA,CIVAC,8,,JIUTEPEC,MO,62578,MEX,OLNATURA,PPFPFPDD
COMERCIO,OTROS COMERCIANTES,1998-04-14,CAP980204386,ANEXO MERCADO HIDALGO,DOCTORES,L-26,,CUAUHTEMOC,DF,6720,MEX,COMERCIALIZADORA DE ARTICULOS DE PLOMERI A JAEN SA DE CV,3BB3B336
COMERCIO,INSUMOS PARA LA INDUSTRIA,2009-06-30,PZE090428AR9,INDUSTRIA TEXTIL,NAUCALPAN,24,,NAUCALPAN DE JUAREZ,EM,53489,MEX,PET ZOO EXPRESS SA D E CV,F3N6IPBP
COMERCIO,AUTOS Y REFACCIONES,1993-12-30,LRG920502BG7,CAPITAN FRANCISCO DE IBARRA,NUEVA VIZCAYA,2104,OTE,DURANGO,DU,34080,MEX,LLANTAS Y RINES DEL GUADIANA SA DE CV,3PNP8D33
INMOBILIARIO,HOTELES,2005-01-12,IRB990813LB1,RUIZ CORTINEZ,COSTA VERDE,486,,BOCA DEL RIO,VE,94294,MEX,INMOBILIARIA RIAS BA IXAS SA DE CV,88FII0BF
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2013-06-19,ETE110523RN2,MIGUEL BLANCO,EL JAGUEY,20,34 A,TEPATITLAN DE MORELOS,JA,47700,MEX,ENERGETICOS TEPAK SA DE CV,4FN8P3N8
SERVICIOS,SERVICIOS PROFESIONALES,2003-04-14,FRP021130J95,EMILIANO CECE�A,PABLO MACIAS VALENZU,20,,EL FUERTE,SI,81820,MEX,FONDO REGIONAL PROGR ESO MAYO SC,NFB8P8B3
INDUSTRIA,TEXTIL,1999-09-10,GLI990526GL6,CALZADA DE LA ARMAS,INDUSTRIAL ALCE BLANCO,1,,NAUCALPAN,EM,53370,MEX,"GRUPO LIDER IMPORTAD OR,SA DE CV",DNII8D30
COMERCIO,AUTOS Y REFACCIONES,1992-04-29,HAS900908C77,CARRET HUAJUAPAN OAX,VISTA HERMOSA,KM 1.5,,HUAJUAPAN DE LEON,OA,69005,MEX,HUAJUAPAN AUTOMOTRIZ SA DE CV,36BP8NDI
INMOBILIARIO,HOTELES,2001-03-28,GFG981118AH8,INSURGENTES,CENTRO,138,,XALAPA,VE,91000,MEX,"GRUPO FG,SA DE CV",DI6PI3FP
COMERCIO,OTROS COMERCIANTES,2008-04-08,CPR050627551,FUENTE DE TRUENO,JARDINES DE MORELOS SECC FUENT,MZA 141,LT 42,ECATEPEC,EM,55070,MEX,CELL PRICE SA DE CV,P086FDF8
COMERCIO,SUPER Y ABARROTES,2007-04-19,GAR9110176E5,ALVARO OBREGON,VALLE DE CHIPINQUE,120,,SAN PEDRO GARZA GARCIA,NL,66250,MEX,GARCOMEX SA DE CV,6DB3NBID
COMERCIO,INSUMOS PARA LA INDUSTRIA,1993-07-08,CLA840113ID3,PONIENTE 146,INDUSTRIAL VALLEJO,688,,AZCAPOTZALCO,DF,2300,MEX,"CORRUGADOS Y LAMINAD OS,SA DE CV",36DBBI8F
COMERCIO,OTROS COMERCIANTES,2003-10-27,CMA030902CT6,ACAYUCAN,ROMA SUR,9,,CUAUHTEMOC,DF,6760,MEX,CORPORACION MULTIMED IA Y AUDIOVISUAL SA DE CV,BFI8NIP0
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2004-02-13,GEZ020420B57,AV INSURGENTES PONIENTE,BARRIO LA REFORMA,116,,IXMIQUILPAN,HI,42300,MEX,GRUPO EMPRESARIAL ZA YHA SA DE CV,80FPNNFN
INMOBILIARIO,NO VIVIENDA,2005-09-14,MCA050627FB8,AV 581,SAN JUAN DE ARAGON,37,,GUSTAVO A MADERO,DF,7920,MEX,MULTISERVICIOS DE CO NSTRUCCION AMBIENTAL Y RESTAURA SA DE CV,4F6BB6DD
COMERCIO,SUPER Y ABARROTES,2011-05-24,DAO0904229H5,MANUEL MA FLORES,CENTRO,10,,OCOTEPEC,PU,73760,MEX,DISTRIBUIDORA DE ABA RROTES DE OCOTEPEC SA DE CV,400NIINI
SERVICIOS,SERVICIOS DE EDUCACION,2001-11-14,IES001116463,30 CALLE ORIENTE 4 EDIF 3,LA PALMA 1,501,,TAPACHULA,CS,30727,MEX,INSTITUTO DE ESTUDIO S SUPERIORES DE CHIA PAS EN TAPACHULA  SC,NNN6NIBN
TRANSPORTE,TRANSPORTE,1996-07-26,TEG9104234C5,AV 510,AMPLIACION SAN JUAN DE ARAGON,48,,GUSTAVO A MADERO,DF,7470,MEX,"TRANSPORTES ESPECIAL IZADOS GARZA E HIJOS ,SA DE CV",3FIDD863
COMERCIO,ROPA REGALOS Y CALZADO,1996-05-15,DRC9210192G6,CALLE WASHINGTON,COMPLEJO IND LAS AMERICAS,3701,27,CHIHUAHUA,CH,31114,MEX,DISTRIBUCIONES Y REP RESENTACIONES DE CHI HUAHUA SA DE CV,3F803FP6
SERVICIOS,SERVICIOS PROFESIONALES,2002-02-19,HIN020125M36,CAMINO A LA GARRIDA,COPALILLO,540,,IRAPUATO,GU,36800,MEX,"HYBERNYA INDUSTRIAL, S.A. DE  C.V.",NBBDF3PD
COMERCIO,AUTOS Y REFACCIONES,2013-06-20,MER881110EM0,CALLE 86,INALAMBRICA,473 F,,MERIDA,YU,97069,MEX,MERIMOTO SA DE CV,4FN6883N
COMERCIO,INSUMOS PARA LA INDUSTRIA,2001-12-19,MET010906RH5,ALMENDROS MZA 10,BOSQUES DE MORELOS,LOTE 18,SN,CUAUTITLAN IZCALLI,EM,54760,MEX,METALRO S.A. DE C.V.,NN63P0DB
SERVICIOS,SERVICIOS MEDICOS,1997-10-22,COS940921FE8,ORTIZ RUBIO,DEL PRADO,837,,REYNOSA,TM,88560,MEX,"CENTRO DE OFTALMOLOG IA SAN JOSE,SC",D3BDDPN6
INMOBILIARIO,NO VIVIENDA,2014-04-03,TCT140109K2A,CAMINO A SAN JOSE DE GRACIA,TEPATITLAN DE MORELO,1383,B,TEPATITLAN DE MORELOS,JA,47600,MEX,TERRACERIAS Y CONCRE TOS TRIPLE A SA DE C V,X3IBBP68
COMERCIO,INSUMOS PARA LA INDUSTRIA,2010-08-03,LBS050426184,CALLE RAFAEL REBOLLAR,SAN MIGUEL CHAPULTEPEC,19,,MIGUEL HIDALGO,DF,11850,MEX,LEMONROY BUSINESS SO LUTIONS  SA DE CV,FI3NNNBI
COMERCIO,OTROS COMERCIANTES,1993-03-02,VAC8110164V0,VALLE DEL GUADIANA,PARQUE IND GOMEZ PAL,479,,GOMEZ PALACIO,DU,35078,MEX,"VENTACERO,SA DE CV",36FF6FFD
SERVICIOS,SERVICIOS PROFESIONALES,2008-10-23,GDC980609H57,HOMERO,POLANCO,538,303,MIGUEL HIDALGO,DF,11550,MEX,GRUPO DIFUSION CIENT IFICA SA DE CV,P60DFPBD
